date,value
12-10-2020 23:00,131.85
13-10-2020 00:00,135.25
13-10-2020 01:00,135.03
13-10-2020 02:00,134.01
13-10-2020 03:00,126.39
13-10-2020 04:00,125
13-10-2020 05:00,127.79
13-10-2020 06:00,124.03
13-10-2020 07:00,119.9
13-10-2020 08:00,117.05
13-10-2020 09:00,122.06
13-10-2020 10:00,122.22
13-10-2020 11:00,127.57
13-10-2020 12:00,132.51
13-10-2020 13:00,131.07
13-10-2020 14:00,135.3
13-10-2020 15:00,132.25
13-10-2020 16:00,126.82
13-10-2020 17:00,134.08
13-10-2020 18:00,136.25
13-10-2020 19:00,138.48
13-10-2020 20:00,144.16
13-10-2020 21:00,136.76
13-10-2020 22:00,135.01
13-10-2020 23:00,131.77
14-10-2020 00:00,136.71
14-10-2020 01:00,135.49
14-10-2020 02:00,136.85
14-10-2020 03:00,137.2
14-10-2020 03:59,138.81
14-10-2020 04:59,138.41
14-10-2020 05:59,140.92
14-10-2020 06:59,140.77
14-10-2020 07:59,140.31
14-10-2020 08:59,144.15
14-10-2020 09:59,148.28
14-10-2020 10:59,153.18
14-10-2020 11:59,152.77
14-10-2020 12:59,154.5
14-10-2020 13:59,153.47
14-10-2020 14:59,156.34
14-10-2020 15:59,158.45
14-10-2020 16:59,157.92
14-10-2020 17:59,156.24
14-10-2020 18:59,161.45
14-10-2020 19:59,167.91
14-10-2020 20:59,167.86
14-10-2020 21:59,166.79
14-10-2020 22:59,162.23
14-10-2020 23:59,167.25
15-10-2020 00:59,166.98
15-10-2020 01:59,169.58
15-10-2020 02:59,172.75
15-10-2020 03:59,173.5
15-10-2020 04:59,170.42
15-10-2020 05:59,174.36
15-10-2020 06:59,186.16
15-10-2020 07:59,185.93
15-10-2020 08:59,182.78
15-10-2020 09:59,184.7
15-10-2020 10:59,185.09
15-10-2020 11:59,187
15-10-2020 12:59,189.95
15-10-2020 13:59,187.44
15-10-2020 14:59,187.87
15-10-2020 15:59,186.18
15-10-2020 16:59,191.79
15-10-2020 17:59,186.3
15-10-2020 18:59,175.47
15-10-2020 19:59,165.37
15-10-2020 20:59,153.76
15-10-2020 21:59,169.96
15-10-2020 22:59,166.11
15-10-2020 23:59,164.3
16-10-2020 00:59,166.39
16-10-2020 01:59,163.95
16-10-2020 02:59,168.85
16-10-2020 03:59,168.46
16-10-2020 04:59,171.54
16-10-2020 05:59,172.54
16-10-2020 06:59,174.81
16-10-2020 07:59,180.22
16-10-2020 08:59,184.29
16-10-2020 09:59,182.22
16-10-2020 10:59,178.86
16-10-2020 11:59,179.81
16-10-2020 12:59,185.5
16-10-2020 13:59,189.95
16-10-2020 14:59,194.3
16-10-2020 15:59,194.21
16-10-2020 16:59,188.54
16-10-2020 17:59,190.86
16-10-2020 18:59,191.83
16-10-2020 19:59,190.39
16-10-2020 20:59,184.4
16-10-2020 21:59,182.98
16-10-2020 22:59,183.12
16-10-2020 23:59,187.21
17-10-2020 00:59,193.91
17-10-2020 01:59,198.8
17-10-2020 02:59,198.95
17-10-2020 03:59,198.57
17-10-2020 04:59,199.83
17-10-2020 05:59,198.08
17-10-2020 06:59,194.84
17-10-2020 07:59,194.93
17-10-2020 08:59,180.05
17-10-2020 09:59,177.64
17-10-2020 10:59,171.25
17-10-2020 11:59,179.4
17-10-2020 12:59,178.02
17-10-2020 13:59,172.69
17-10-2020 14:59,178.78
17-10-2020 15:59,169.04
17-10-2020 16:59,159.64
17-10-2020 17:59,160.89
17-10-2020 18:59,161.36
17-10-2020 19:59,155.64
17-10-2020 20:59,139.07
17-10-2020 21:59,135.6
17-10-2020 22:59,130.01
17-10-2020 23:59,130.01
18-10-2020 00:59,131.54
18-10-2020 01:59,132.18
18-10-2020 02:59,135.36
18-10-2020 03:59,133.75
18-10-2020 04:59,131.65
18-10-2020 05:59,129.36
18-10-2020 06:59,122
18-10-2020 07:59,121.24
18-10-2020 08:59,125.48
18-10-2020 09:59,129.45
18-10-2020 10:59,124.86
18-10-2020 11:59,129.4
18-10-2020 12:59,127.46
18-10-2020 13:59,124.63
18-10-2020 14:59,122.18
18-10-2020 15:59,123.82
18-10-2020 16:59,121.54
18-10-2020 17:59,119.46
18-10-2020 18:59,119.74
18-10-2020 19:59,119.15
18-10-2020 20:59,122.96
18-10-2020 21:59,129.91
18-10-2020 22:59,125.02
18-10-2020 23:59,121.73
19-10-2020 00:59,124.62
19-10-2020 01:59,124.49
19-10-2020 02:59,120.93
19-10-2020 03:59,122.25
19-10-2020 04:59,119.69
19-10-2020 05:59,127.35
19-10-2020 06:59,126.03
19-10-2020 07:59,127.94
19-10-2020 08:59,126.61
19-10-2020 09:59,126.73
19-10-2020 10:59,132.82
19-10-2020 11:59,129.67
19-10-2020 12:59,133.27
19-10-2020 13:59,139.53
19-10-2020 14:59,140.98
19-10-2020 15:59,145.06
19-10-2020 16:59,140.25
19-10-2020 17:59,143.01
19-10-2020 18:59,143.5
19-10-2020 19:59,149.53
19-10-2020 20:59,147.49
19-10-2020 21:59,151.61
19-10-2020 22:59,153.08
19-10-2020 23:59,155.89
20-10-2020 00:59,152.84
20-10-2020 01:59,151.44
20-10-2020 02:59,154.55
20-10-2020 03:59,147.14
20-10-2020 04:59,147.78
20-10-2020 05:59,148.38
20-10-2020 06:59,153.7
20-10-2020 07:59,154.49
20-10-2020 08:59,161.04
20-10-2020 09:59,168.16
20-10-2020 10:59,160.2
20-10-2020 11:59,162.89
20-10-2020 12:59,168.94
20-10-2020 13:59,169.73
20-10-2020 14:59,172.24
20-10-2020 15:59,175.05
20-10-2020 16:59,173.95
20-10-2020 17:59,180
20-10-2020 18:59,180.94
20-10-2020 19:59,184.73
20-10-2020 20:59,186.66
20-10-2020 21:59,182.59
20-10-2020 22:59,185.06
20-10-2020 23:59,183.45
21-10-2020 00:59,188.16
21-10-2020 01:59,189.96
21-10-2020 02:59,186.26
21-10-2020 03:59,189.73
21-10-2020 04:59,187.62
21-10-2020 05:59,183.6
21-10-2020 06:59,185.9
21-10-2020 07:59,178.19
21-10-2020 08:59,177.05
21-10-2020 09:59,181.17
21-10-2020 10:59,186.43
21-10-2020 11:59,187.01
21-10-2020 12:59,186.69
21-10-2020 13:59,188.75
21-10-2020 14:59,186.1
21-10-2020 15:59,185.37
21-10-2020 16:59,185.19
21-10-2020 17:59,189.43
21-10-2020 18:59,185.64
21-10-2020 19:59,181.61
21-10-2020 20:59,185.64
21-10-2020 21:59,180.81
21-10-2020 22:59,173.26
21-10-2020 23:59,172.37
22-10-2020 00:59,176.84
22-10-2020 01:59,181.43
22-10-2020 02:59,178.75
22-10-2020 03:59,180.9
22-10-2020 04:59,175.27
22-10-2020 05:59,173.16
22-10-2020 06:59,173.25
22-10-2020 07:59,177.39
22-10-2020 08:59,168.26
22-10-2020 09:59,170.09
22-10-2020 10:59,167.44
22-10-2020 11:59,174.68
22-10-2020 12:59,168.18
22-10-2020 13:59,170.12
22-10-2020 14:59,175.16
22-10-2020 15:59,179.55
22-10-2020 16:59,174.25
22-10-2020 17:59,176.63
22-10-2020 18:59,172.58
22-10-2020 19:59,173.88
22-10-2020 20:59,169.64
22-10-2020 21:59,172.81
22-10-2020 22:59,171.81
22-10-2020 23:59,165.15
23-10-2020 00:59,166.29
23-10-2020 01:59,162.02
23-10-2020 02:59,166.26
23-10-2020 03:59,159.03
23-10-2020 04:59,162.12
23-10-2020 05:59,154.4
23-10-2020 06:59,157.08
23-10-2020 07:59,159.88
23-10-2020 08:59,158.95
23-10-2020 09:59,156.66
23-10-2020 10:59,153.23
23-10-2020 11:59,160.64
23-10-2020 12:59,164.19
23-10-2020 13:59,163.57
23-10-2020 14:59,169.55
23-10-2020 15:59,173.56
23-10-2020 16:59,176.73
23-10-2020 17:59,179.3
23-10-2020 18:59,179.32
23-10-2020 19:59,175.74
23-10-2020 20:59,175.39
23-10-2020 21:59,173.53
23-10-2020 22:59,175.84
23-10-2020 23:59,174.29
24-10-2020 00:59,176.79
24-10-2020 01:59,172.55
24-10-2020 02:59,173.64
24-10-2020 03:59,174.67
24-10-2020 04:59,173.74
24-10-2020 05:59,169.53
24-10-2020 06:59,166.19
24-10-2020 07:59,166.96
24-10-2020 08:59,161.22
24-10-2020 09:59,160.18
24-10-2020 10:59,157.92
24-10-2020 11:59,151.68
24-10-2020 12:59,151.61
24-10-2020 13:59,152.65
24-10-2020 14:59,148.94
24-10-2020 15:59,140.36
24-10-2020 16:59,139.88
24-10-2020 17:59,127.83
24-10-2020 18:59,134.09
24-10-2020 19:59,140.91
24-10-2020 20:59,131.05
24-10-2020 21:59,126.84
24-10-2020 22:59,128.71
24-10-2020 23:59,131.93
25-10-2020 00:59,128.24
25-10-2020 01:59,105.26
25-10-2020 02:59,113.66
25-10-2020 03:59,109.12
25-10-2020 04:59,100.1
25-10-2020 05:59,97.07
25-10-2020 06:59,98.14
25-10-2020 07:59,89.16
25-10-2020 08:59,89.79
25-10-2020 09:59,88.74
25-10-2020 10:59,96.8
25-10-2020 11:59,110.26
25-10-2020 12:59,104.08
25-10-2020 13:59,97.95
25-10-2020 14:59,101.89
25-10-2020 15:59,97.4
25-10-2020 16:59,98.44
25-10-2020 17:59,91.49
25-10-2020 18:59,96.87
25-10-2020 19:59,98.23
25-10-2020 20:59,96.38
25-10-2020 21:59,92.09
25-10-2020 22:59,99.91
25-10-2020 23:59,104.55
26-10-2020 00:59,111.04
26-10-2020 01:59,107.59
26-10-2020 02:59,106.96
26-10-2020 03:59,110.99
26-10-2020 04:59,103.3
26-10-2020 05:59,99.1
26-10-2020 06:59,98.24
26-10-2020 07:59,95.88
26-10-2020 08:59,94.77
26-10-2020 09:59,90.12
26-10-2020 10:59,96.44
26-10-2020 11:59,90.24
26-10-2020 12:59,88.14
26-10-2020 13:59,89.91
26-10-2020 14:59,86.29
26-10-2020 15:59,80.49
26-10-2020 16:59,82.58
26-10-2020 17:59,92.95
26-10-2020 18:59,90.8
26-10-2020 19:59,95
26-10-2020 20:59,95
26-10-2020 21:59,92.67
26-10-2020 22:59,88.93
26-10-2020 23:59,92.47
27-10-2020 00:59,95.9
27-10-2020 01:59,91.41
27-10-2020 02:59,94
27-10-2020 03:59,99.72
27-10-2020 04:59,100.06
27-10-2020 05:59,98.21
27-10-2020 06:59,95
27-10-2020 07:59,98.27
27-10-2020 08:59,94.75
27-10-2020 09:59,95.43
27-10-2020 10:59,89.16
27-10-2020 11:59,89.43
27-10-2020 12:59,90
27-10-2020 13:59,85.74
27-10-2020 14:59,86.38
27-10-2020 15:59,85.04
27-10-2020 16:59,85.04
27-10-2020 17:59,85.81
27-10-2020 18:59,86.61
27-10-2020 19:59,86.29
27-10-2020 20:59,85.35
27-10-2020 21:59,85.35
27-10-2020 22:59,90.75
27-10-2020 23:59,94.58
28-10-2020 00:59,93.02
28-10-2020 01:59,91.01
28-10-2020 02:59,92.7
28-10-2020 03:59,90.58
28-10-2020 04:59,88.66
28-10-2020 05:59,87.71
28-10-2020 06:59,85.33
28-10-2020 07:59,83.38
28-10-2020 08:59,82.33
28-10-2020 09:59,78.2
28-10-2020 10:59,82.83
28-10-2020 11:59,88.36
28-10-2020 12:59,88.36
28-10-2020 13:59,89.64
28-10-2020 14:59,90.73
28-10-2020 15:59,94.2
28-10-2020 16:59,93
28-10-2020 17:59,90.13
28-10-2020 18:59,91.51
28-10-2020 19:59,92.98
28-10-2020 20:59,93.55
28-10-2020 21:59,96.46
28-10-2020 22:59,99.72
28-10-2020 23:59,102.51
29-10-2020 00:59,97.83
29-10-2020 01:59,96.82
29-10-2020 02:59,99.27
29-10-2020 03:59,99.16
29-10-2020 04:59,94.53
29-10-2020 05:59,94.37
29-10-2020 06:59,90.64
29-10-2020 07:59,91.2
29-10-2020 08:59,86.95
29-10-2020 09:59,90.25
29-10-2020 10:59,91.16
29-10-2020 11:59,89.19
29-10-2020 12:59,89.31
29-10-2020 13:59,87.94
29-10-2020 14:59,88.37
29-10-2020 15:59,91.17
29-10-2020 16:59,88.84
29-10-2020 17:59,85.3
29-10-2020 18:59,83.11
29-10-2020 19:59,88.63
29-10-2020 20:59,92.68
29-10-2020 21:59,96.35
29-10-2020 22:59,95.93
29-10-2020 23:59,95.42
30-10-2020 00:59,99.66
30-10-2020 01:59,101.52
30-10-2020 02:59,101.62
30-10-2020 03:59,101.59
30-10-2020 04:59,107.66
30-10-2020 05:59,106.5
30-10-2020 06:59,106.49
30-10-2020 07:59,109.87
30-10-2020 08:59,106.85
30-10-2020 09:59,104.49
30-10-2020 10:59,105.12
30-10-2020 11:59,108.69
30-10-2020 12:59,112.71
30-10-2020 13:59,115.99
30-10-2020 14:59,118.45
30-10-2020 15:59,115
30-10-2020 16:59,116.32
30-10-2020 17:59,119.57
30-10-2020 18:59,119.57
30-10-2020 19:59,120.22
30-10-2020 20:59,118.31
30-10-2020 21:59,117.64
30-10-2020 22:59,121.45
30-10-2020 23:59,123.42
31-10-2020 00:59,120.5
31-10-2020 01:59,121.76
31-10-2020 02:59,121.51
31-10-2020 03:59,125.4
31-10-2020 04:59,123.9
31-10-2020 05:59,124.73
31-10-2020 06:59,123.9
31-10-2020 07:59,125.14
31-10-2020 08:59,125.83
31-10-2020 09:59,127.24
31-10-2020 10:59,132.07
31-10-2020 11:59,132.71
31-10-2020 12:59,132.5
31-10-2020 13:59,129.06
31-10-2020 14:59,129.19
31-10-2020 15:59,129.57
31-10-2020 16:59,124.42
31-10-2020 17:59,119.49
31-10-2020 18:59,122.95
31-10-2020 19:59,122.42
31-10-2020 20:59,126.65
31-10-2020 21:59,127.45
31-10-2020 22:59,125.87
31-10-2020 23:59,124.18
01-11-2020 00:59,122.5
01-11-2020 01:59,130.78
01-11-2020 02:59,133.05
01-11-2020 03:59,135.07
01-11-2020 04:59,135.81
01-11-2020 05:59,139.35
01-11-2020 06:59,139.49
01-11-2020 07:59,140.95
01-11-2020 08:59,143.74
01-11-2020 09:59,144.67
01-11-2020 10:59,143.85
01-11-2020 11:59,142.72
01-11-2020 12:59,140.25
01-11-2020 13:59,139.95
01-11-2020 14:59,136.97
01-11-2020 15:59,136.09
01-11-2020 16:59,136.35
01-11-2020 17:59,135.58
01-11-2020 18:59,135.88
01-11-2020 19:59,139.48
01-11-2020 20:59,137.37
01-11-2020 21:59,134.01
01-11-2020 22:59,136.22
01-11-2020 23:59,139.86
02-11-2020 00:59,142.44
02-11-2020 01:59,141.97
02-11-2020 02:59,142.43
02-11-2020 03:59,142.83
02-11-2020 04:59,140.02
02-11-2020 05:59,140.02
02-11-2020 06:59,138.61
02-11-2020 07:59,135.4
02-11-2020 08:59,137.22
02-11-2020 09:59,136.36
02-11-2020 10:59,138.52
02-11-2020 11:59,142.34
02-11-2020 12:59,142.27
02-11-2020 13:59,146.88
02-11-2020 14:59,147.52
02-11-2020 15:59,151.75
02-11-2020 16:59,152.91
02-11-2020 17:59,151.51
02-11-2020 18:59,156.74
02-11-2020 19:59,157.82
02-11-2020 20:59,159.99
02-11-2020 21:59,160.1
02-11-2020 22:59,160
02-11-2020 23:59,160.03
03-11-2020 00:59,162.79
03-11-2020 01:59,163.39
03-11-2020 02:59,166.43
03-11-2020 03:59,165.55
03-11-2020 04:59,165.11
03-11-2020 05:59,163.91
03-11-2020 06:59,165.51
03-11-2020 07:59,164.72
03-11-2020 08:59,165.31
03-11-2020 09:59,168.42
03-11-2020 10:59,166.78
03-11-2020 11:59,159.59
03-11-2020 12:59,164
03-11-2020 13:59,164.6
03-11-2020 14:59,166.33
03-11-2020 15:59,169.22
03-11-2020 16:59,169.06
03-11-2020 17:59,169.4
03-11-2020 18:59,167.41
03-11-2020 19:59,169.45
03-11-2020 20:59,170.05
03-11-2020 21:59,168.21
03-11-2020 22:59,165.3
03-11-2020 23:59,165.18
04-11-2020 00:59,166.55
04-11-2020 01:59,170.31
04-11-2020 02:59,172.93
04-11-2020 03:59,171.14
04-11-2020 04:59,172.56
04-11-2020 05:59,172.16
04-11-2020 06:59,173.72
04-11-2020 07:59,175.16
04-11-2020 08:59,181.87
04-11-2020 09:59,184.55
04-11-2020 10:59,185.02
04-11-2020 11:59,184.02
04-11-2020 12:59,184.48
04-11-2020 13:59,185.5
04-11-2020 14:59,183.82
04-11-2020 15:59,182.37
04-11-2020 16:59,186.15
04-11-2020 17:59,185.38
04-11-2020 18:59,185.35
04-11-2020 19:59,180.86
04-11-2020 20:59,184.9
04-11-2020 21:59,186.02
04-11-2020 22:59,190.01
04-11-2020 23:59,190.25
05-11-2020 00:59,189.27
05-11-2020 01:59,190.47
05-11-2020 02:59,190.81
05-11-2020 03:59,190.02
05-11-2020 04:59,191.29
05-11-2020 05:59,190.56
05-11-2020 06:59,188.05
05-11-2020 07:59,189.86
05-11-2020 08:59,198.76
05-11-2020 09:59,204.92
05-11-2020 10:59,205.2
05-11-2020 11:59,203.94
05-11-2020 12:59,202.48
05-11-2020 13:59,197.37
05-11-2020 14:59,192.4
05-11-2020 15:59,196.35
05-11-2020 16:59,188.5
05-11-2020 17:59,189.31
05-11-2020 18:59,188.75
05-11-2020 19:59,190.81
05-11-2020 20:59,194.03
05-11-2020 21:59,194.34
05-11-2020 22:59,201.46
05-11-2020 23:59,202.98
06-11-2020 00:59,203.25
06-11-2020 01:59,201.99
06-11-2020 02:59,204.45
06-11-2020 03:59,206.63
06-11-2020 04:59,207
06-11-2020 05:59,205.96
06-11-2020 06:59,200.51
06-11-2020 07:59,199.92
06-11-2020 08:59,205.88
06-11-2020 09:59,204.44
06-11-2020 10:59,204.19
06-11-2020 11:59,204.19
06-11-2020 12:59,200.59
06-11-2020 13:59,199.91
06-11-2020 14:59,196.97
06-11-2020 15:59,196.23
06-11-2020 16:59,196.48
06-11-2020 17:59,193.32
06-11-2020 18:59,188.95
06-11-2020 19:59,189.87
06-11-2020 20:59,197.8
06-11-2020 21:59,196.43
06-11-2020 22:59,194.67
06-11-2020 23:59,196.98
07-11-2020 00:59,194.17
07-11-2020 01:59,195.03
07-11-2020 02:59,191.86
07-11-2020 03:59,195.43
07-11-2020 04:59,198.23
07-11-2020 05:59,200.36
07-11-2020 06:59,202.1
07-11-2020 07:59,209.04
07-11-2020 08:59,209.04
07-11-2020 09:59,211.61
07-11-2020 10:59,209.1
07-11-2020 11:59,211.64
07-11-2020 12:59,210.73
07-11-2020 13:59,210.73
07-11-2020 14:59,214.01
07-11-2020 15:59,214.38
07-11-2020 16:59,210.97
07-11-2020 17:59,210.58
07-11-2020 18:59,211.98
07-11-2020 19:59,210.11
07-11-2020 20:59,207.72
07-11-2020 21:59,210.65
07-11-2020 22:59,209.43
07-11-2020 23:59,205.93
08-11-2020 00:59,205.93
08-11-2020 01:59,215.04
08-11-2020 02:59,211.72
08-11-2020 03:59,208.07
08-11-2020 04:59,197.75
08-11-2020 05:59,203.08
08-11-2020 06:59,205.94
08-11-2020 07:59,207.88
08-11-2020 08:59,199.29
08-11-2020 09:59,192.06
08-11-2020 10:59,194.73
08-11-2020 11:59,195.86
08-11-2020 12:59,199.23
08-11-2020 13:59,192.05
08-11-2020 14:59,195.46
08-11-2020 15:59,194.12
08-11-2020 16:59,196.19
08-11-2020 17:59,195.12
08-11-2020 18:59,198.67
08-11-2020 19:59,200.38
08-11-2020 20:59,200.38
08-11-2020 21:59,203.4
08-11-2020 22:59,202.55
08-11-2020 23:59,202.93
09-11-2020 00:59,201.67
09-11-2020 01:59,200.42
09-11-2020 02:59,197.06
09-11-2020 03:59,200.66
09-11-2020 04:59,202
09-11-2020 05:59,204.62
09-11-2020 06:59,208.99
09-11-2020 07:59,208.85
09-11-2020 08:59,209.33
09-11-2020 09:59,210.71
09-11-2020 10:59,218.95
09-11-2020 11:59,219.08
09-11-2020 12:59,223.02
09-11-2020 13:59,224.84
09-11-2020 14:59,225.5
09-11-2020 15:59,226.6
09-11-2020 16:59,223.84
09-11-2020 17:59,224.45
09-11-2020 18:59,224.12
09-11-2020 19:59,224.65
09-11-2020 20:59,222.25
09-11-2020 21:59,224.75
09-11-2020 22:59,228.36
09-11-2020 23:59,229.37
10-11-2020 00:59,226.65
10-11-2020 01:59,230.9
10-11-2020 02:59,232.39
10-11-2020 03:59,235.84
10-11-2020 04:59,235
10-11-2020 05:59,235.97
10-11-2020 06:59,235.97
10-11-2020 07:59,238.49
10-11-2020 08:59,239.54
10-11-2020 09:59,240.6
10-11-2020 10:59,239.95
10-11-2020 11:59,241.79
10-11-2020 12:59,242.29
10-11-2020 13:59,242.43
10-11-2020 14:59,245.69
10-11-2020 15:59,248.92
10-11-2020 16:59,247.4
10-11-2020 17:59,247.07
10-11-2020 18:59,244.59
10-11-2020 19:59,259.22
10-11-2020 20:59,266.47
10-11-2020 21:59,270.83
10-11-2020 22:59,269.5
10-11-2020 23:59,262.04
11-11-2020 00:59,261.6
11-11-2020 01:59,268.64
11-11-2020 02:59,261.09
11-11-2020 03:59,266.35
11-11-2020 04:59,258.68
11-11-2020 05:59,255.98
11-11-2020 06:59,246.25
11-11-2020 07:59,235.86
11-11-2020 08:59,253.99
11-11-2020 09:59,256.52
11-11-2020 10:59,262.09
11-11-2020 11:59,258.36
11-11-2020 12:59,253.82
11-11-2020 13:59,254.22
11-11-2020 14:59,252.36
11-11-2020 15:59,248.34
11-11-2020 16:59,237.76
11-11-2020 17:59,242.32
11-11-2020 18:59,246.76
11-11-2020 19:59,245.22
11-11-2020 20:59,244.11
11-11-2020 21:59,253.35
11-11-2020 22:59,256.88
11-11-2020 23:59,256.88
12-11-2020 00:59,260.83
12-11-2020 01:59,263.95
12-11-2020 02:59,263.12
12-11-2020 03:59,255.96
12-11-2020 04:59,250.94
12-11-2020 05:59,249.33
12-11-2020 06:59,243.2
12-11-2020 07:59,250.51
12-11-2020 08:59,253.51
12-11-2020 09:59,254.28
12-11-2020 10:59,259.69
12-11-2020 11:59,267.25
12-11-2020 12:59,271.87
12-11-2020 13:59,274.07
12-11-2020 14:59,270.17
12-11-2020 15:59,273.85
12-11-2020 16:59,270.97
12-11-2020 17:59,269
12-11-2020 18:59,266.7
12-11-2020 19:59,268.3
12-11-2020 20:59,256.17
12-11-2020 21:59,251.53
12-11-2020 22:59,248.48
12-11-2020 23:59,246.94
13-11-2020 00:59,246.94
13-11-2020 01:59,248.63
13-11-2020 02:59,258.66
13-11-2020 03:59,258.09
13-11-2020 04:59,259.62
13-11-2020 05:59,257.28
13-11-2020 06:59,251.8
13-11-2020 07:59,252.73
13-11-2020 08:59,251.45
13-11-2020 09:59,249.9
13-11-2020 10:59,245.58
13-11-2020 11:59,251.89
13-11-2020 12:59,254.24
13-11-2020 13:59,259.02
13-11-2020 14:59,259.94
13-11-2020 15:59,259.28
13-11-2020 16:59,264.08
13-11-2020 17:59,260.96
13-11-2020 18:59,258.11
13-11-2020 19:59,257.25
13-11-2020 20:59,261.85
13-11-2020 21:59,261.93
13-11-2020 22:59,262.98
13-11-2020 23:59,261.7
14-11-2020 00:59,260.09
14-11-2020 01:59,261.75
14-11-2020 02:59,259.41
14-11-2020 03:59,250.19
14-11-2020 04:59,251.79
14-11-2020 05:59,249.1
14-11-2020 06:59,247.64
14-11-2020 07:59,251.97
14-11-2020 08:59,253.07
14-11-2020 09:59,249.88
14-11-2020 10:59,249.64
14-11-2020 11:59,245.8
14-11-2020 12:59,239.93
14-11-2020 13:59,242.89
14-11-2020 14:59,240.28
14-11-2020 15:59,241.62
14-11-2020 16:59,242.5
14-11-2020 17:59,243.1
14-11-2020 18:59,250.33
14-11-2020 19:59,252.17
14-11-2020 20:59,258.77
14-11-2020 21:59,258.77
14-11-2020 22:59,257.81
14-11-2020 23:59,262.92
15-11-2020 00:59,263.07
15-11-2020 01:59,263.41
15-11-2020 02:59,267.04
15-11-2020 03:59,268.06
15-11-2020 04:59,270.22
15-11-2020 05:59,276.57
15-11-2020 06:59,275.37
15-11-2020 07:59,283.23
15-11-2020 08:59,283.77
15-11-2020 09:59,287.75
15-11-2020 10:59,288.92
15-11-2020 11:59,292.32
15-11-2020 12:59,291.16
15-11-2020 13:59,286.86
15-11-2020 14:59,287.37
15-11-2020 15:59,283.75
15-11-2020 16:59,282.52
15-11-2020 17:59,278.64
15-11-2020 18:59,288.94
15-11-2020 19:59,289.19
15-11-2020 20:59,289.22
15-11-2020 21:59,294.07
15-11-2020 22:59,295.36
15-11-2020 23:59,298.54
16-11-2020 00:59,300.14
16-11-2020 01:59,302.31
16-11-2020 02:59,314.74
16-11-2020 03:59,318
16-11-2020 04:59,309.49
16-11-2020 05:59,310.53
16-11-2020 06:59,309.52
16-11-2020 07:59,307.47
16-11-2020 08:59,308.84
16-11-2020 09:59,308.05
16-11-2020 10:59,307.83
16-11-2020 11:59,305.24
16-11-2020 12:59,300.98
16-11-2020 13:59,304.18
16-11-2020 14:59,309.36
16-11-2020 15:59,312.8
16-11-2020 16:59,318.27
16-11-2020 17:59,317.13
16-11-2020 18:59,318.62
16-11-2020 19:59,316.08
16-11-2020 20:59,318.03
16-11-2020 21:59,316.66
16-11-2020 22:59,308.03
16-11-2020 23:59,307.04
17-11-2020 00:59,301.59
17-11-2020 01:59,300.5
17-11-2020 02:59,308.43
17-11-2020 03:59,306.73
17-11-2020 04:59,313.36
17-11-2020 05:59,308.73
17-11-2020 06:59,314.8
17-11-2020 07:59,315
17-11-2020 08:59,316.87
17-11-2020 09:59,311.15
17-11-2020 10:59,316.4
17-11-2020 11:59,318.15
17-11-2020 12:59,317.44
17-11-2020 13:59,320.15
17-11-2020 14:59,318.21
17-11-2020 15:59,321.01
17-11-2020 16:59,319.76
17-11-2020 17:59,320.56
17-11-2020 18:59,321.67
17-11-2020 19:59,320.29
17-11-2020 20:59,320.36
17-11-2020 21:59,321.25
